Year, Cumulative capacity (MW), Solar PV Module Cost (2019 US$ per W)
---------------------------------------------------------------------
1976	0.3	106.1
1977	0.85	80.63
1978	1.8	56.23
1979	3.3	47.74
1980	6.5	35.01
1981	12.5	26.52
1982	20	22.28
1983	43	19.09
1984	67	16.97
1985	90	14.85
1986	120	11.14
1987	150	8.486
1988	175	7.532
1989	220	8.168
1990	270	8.805
1991	330	7.956
1992	400	7.213
1993	450	7.107
1994	500	6.365
1995	575	5.834
1996	700	6.046
1997	800	6.365
1998	975	5.728
1999	1250	5.092
2000	1500	4.879
2001	1750	4.773
2002	2300	4.031
2003	3000	3.978
2004	4300	4.137
2005	6000	4.243
2006	8500	4.455
2007	10300	4.137
2008	20000	3.447
2009	30000	2.386
2010	40279	2.044
2011	72034	1.677
2012	101518	0.876
2013	135754	0.696
2014	171589	0.641
2015	217341	0.596
2016	291079	0.550
2017	383596	0.462
2018	480984	0.411
2019	578553	0.377
