1.6470	0.3088	1
0.3510	0.9650	0
0.4906	-0.2706	1
-0.9413	0.0347	0
0.5846	-0.3875	1
0.0351	-0.3425	1
-0.6815	0.3607	0
1.5957	-0.3164	1
0.9149	0.6183	0
0.5494	-0.2639	1
1.1906	0.2230	0
0.3410	-0.3338	1
0.0537	0.1299	1
-0.1171	0.9753	0
0.5310	0.9070	0
0.6645	0.3613	0
-0.5166	0.7836	0
1.1197	-0.1875	0
1.8623	-0.4237	1
2.1167	-0.1540	1
-0.3991	0.6425	0
1.3698	0.0137	1
1.9603	0.4869	1
0.2079	0.3411	1
2.0009	0.3332	1
1.4326	0.2948	0
0.1945	0.1765	1
-0.7728	0.3472	0
-0.6678	0.3773	0
1.3225	-0.1382	0
-0.3327	0.7686	0
-0.9979	0.2379	0
-0.1618	1.0585	0
-0.6357	0.3760	0
-0.0174	0.4439	1
0.3929	0.7424	0
1.4571	-0.3011	1
0.3283	-0.0156	1
-0.0001	0.2823	1
0.6630	0.7196	0
0.7057	0.0921	0
2.2934	0.1061	1
0.5060	0.2792	0
-0.3934	0.6995	0
1.5422	-0.2749	1
-0.9900	0.9735	0
0.1728	0.9348	0
-1.4406	0.7973	0
0.6980	-0.1107	0
1.5391	0.0456	1
1.3789	-0.3820	1
0.8321	0.8716	0
0.9967	-0.4317	1
0.8067	0.6059	0
-1.1110	0.2231	0
1.3499	-0.2449	1
0.0825	-0.4149	1
1.6153	-0.0367	1
0.3430	-0.3557	1
0.2240	1.0948	0
0.7203	-0.5415	1
-0.4223	0.6529	0
1.3939	-0.6947	1
-0.0814	0.2877	1
1.6807	0.5504	1
1.8840	0.1505	1
-0.9545	0.3106	0
1.0643	-0.5851	1
0.9642	0.4507	0
0.9705	-0.4911	1
0.7139	-0.6219	1
0.0777	1.2836	0
0.4285	-0.5851	1
-0.1293	0.5100	1
-0.7788	0.9438	0
0.3896	0.9073	0
1.2116	0.0035	1
-1.0234	0.6803	0
0.5286	0.9985	0
1.8070	-0.0623	1
0.9853	0.1859	0
-0.7092	0.8740	0
0.8366	-0.7726	1
1.1560	0.0311	1
1.4057	0.0037	1
1.2554	-0.6075	1
1.9206	0.2348	1
-0.0083	0.9570	0
0.5180	0.5701	0
1.3175	-0.6391	1
1.1836	-0.6383	1
1.7074	-0.5619	1
0.8559	0.7801	0
0.1959	0.8788	0
2.1808	-0.0957	1
2.2013	0.0852	1
-0.5996	0.8775	0
0.3683	-0.1537	1
1.1156	-0.6841	1
2.0111	0.0050	1
-0.9884	0.0773	0
-1.1469	0.2661	0
0.4382	1.0974	0
0.3855	-0.4815	1
0.9732	0.7111	0
-0.4658	0.4471	0
-0.3315	0.8672	0
0.7198	0.6904	0
-0.2019	1.1305	0
-0.2967	0.7240	0
-1.1210	0.7587	0
0.5289	-0.8987	1
0.0860	0.8700	1
1.7885	0.0543	1
-0.7121	0.6653	0
0.5450	0.8745	0
0.1055	0.2461	1
-1.1303	0.2801	0
0.4124	0.7432	0
1.4330	-0.6252	1
1.8596	-0.0221	1
0.2236	0.4820	1
0.0511	0.3334	1
0.2953	1.1114	0
0.3308	0.6821	0
0.9327	-0.5504	1
-0.0105	0.9564	0
-0.9262	0.4539	0
0.1645	0.0269	1
0.4205	0.5181	0
1.7571	0.1440	1
1.6806	0.2340	1
-0.3892	0.9624	0
-0.1353	1.2938	0
-0.7844	0.5132	0
0.1133	-0.2057	1
1.9202	0.4681	1
1.9887	0.2093	1
1.6744	-0.0714	1
1.3294	-0.7872	1
-0.0642	-0.1460	1
0.2983	0.7755	0
1.2660	-0.7264	1
-0.8003	0.5695	0
1.0923	-0.9964	1
-0.2050	1.0738	0
-0.7628	0.9209	0
0.3107	-0.1115	1
0.7673	0.4743	0
1.1690	0.3368	0
1.5765	-0.4999	1
-1.0763	-0.0204	0
-0.3957	1.2748	0
-0.1218	-0.3537	1
0.8633	0.7804	0
0.7774	0.6199	0
-0.2917	1.3506	0
1.6545	-0.4524	1
0.1719	0.8446	0
1.5760	-0.3441	1
-0.2505	1.1720	0
-0.8620	0.3452	0
1.0338	0.2006	0
0.5327	0.0341	1
1.9190	0.4115	1
0.6192	-0.6881	1
1.8984	-0.3841	1
0.0665	-0.0823	1
1.0250	0.7597	0
1.9447	-0.3179	1
-0.2140	0.4318	1
-0.5995	0.7947	0
2.2538	0.4578	1
1.9657	0.4481	1
0.1460	1.1471	0
0.4871	-0.2978	1
-0.4704	0.7322	0
0.6407	-0.1698	1
-0.9967	0.2152	0
1.2524	-0.7805	1
0.7697	-0.4877	1
-0.8262	0.5680	0
1.9038	0.1242	1
0.3598	-0.1998	1
-0.8566	0.6243	0
-0.6694	1.1064	0
2.0978	0.6187	1
1.6134	-0.1421	1
0.2095	-0.3219	1
0.3200	-0.2803	1
-0.4225	1.0658	0
0.9083	0.7549	0
0.7065	-0.0943	1
0.7957	1.1845	0
1.1013	-0.1987	0
0.2683	1.0693	0
0.3120	0.3104	1
-0.9269	0.1927	0
-0.6134	0.6504	0
1.0451	-0.3692	1
2.2553	0.1901	1
-0.3224	1.0855	0
1.0950	0.3956	0
-0.6660	0.7720	0
0.1087	1.0937	0
0.7107	0.7621	0
0.7361	-0.5838	1
0.6499	-0.4437	1
0.3650	0.2232	1
1.0423	0.2588	0
1.4597	-0.5211	1
0.6753	0.4493	0
0.5043	1.3004	0
0.7174	0.5943	0
-0.2837	1.2071	0
2.2478	0.1922	1
0.2962	0.2009	1
0.5974	0.7869	0
0.0959	0.9650	0
0.2484	-0.2871	1
-0.8373	0.4063	0
0.8337	0.8736	0
-0.4757	0.9302	0
-0.0559	-0.2823	1
1.8172	-0.0765	1
2.2819	0.4232	1
0.0028	1.3490	0
1.1952	0.4257	0
1.4217	-0.5762	1
0.2513	1.1632	0
2.3586	0.6180	1
0.6723	0.4140	0
1.5525	-0.7052	1
1.0568	-0.5295	1
1.6868	-0.4447	1
0.5725	0.7763	0
-0.2304	-0.1593	1
-0.9452	0.6965	0
0.8792	-0.4829	1
-0.2848	1.0802	0
-0.8928	0.7812	0
1.2834	-0.2461	1
-0.1408	0.9519	0
-1.1331	0.1229	0
0.6290	-0.3720	1
1.1180	0.1932	0
-0.5619	0.4553	0
1.9768	0.1568	1
-1.3098	0.7420	0
0.5861	-0.3839	1
0.0135	0.5906	1
0.2617	0.7129	0
0.2079	-0.0602	1
0.1231	0.7266	0
0.8550	-0.4783	1
-0.2953	0.4993	1
-0.3668	0.8135	0
-0.3240	1.1611	0
1.7458	0.1970	1
0.4134	-0.1016	1
1.0054	0.1694	0
1.7964	0.2440	1
0.7805	-0.4838	0
1.2050	-0.3123	1
-0.4672	0.1945	1
1.3191	-0.0692	1
0.4544	0.7473	0
0.8349	0.7654	0
0.6739	0.4361	0
-0.0827	0.1434	1
0.6112	-0.0856	1
2.0592	0.3459	1
-0.0442	0.6873	0
1.5582	-0.4399	1
1.9582	1.0319	1
2.0530	0.2335	1
-0.4258	1.1699	0
0.2333	0.6899	0
1.1571	-0.6333	1
1.1487	0.8491	0
1.8871	0.5409	1
0.9053	-0.3236	1
-0.3020	0.7477	0
0.5072	-0.2254	1
0.3486	-0.3921	1
0.7918	0.2692	0
1.0046	0.5924	0
1.6195	-0.0063	1
0.9578	0.3180	0
0.6605	0.5734	0
0.3114	-0.0618	1
1.5273	0.0608	1
0.9083	-0.4131	1
1.3853	-0.5087	1
-0.2161	0.8998	0
0.5793	1.1016	0
0.7887	0.3690	0
1.9002	-0.2947	1
1.4393	-0.1256	1
0.4854	0.9695	0
-0.4534	0.8664	0
1.1397	0.3461	0
1.9183	0.1686	1
0.6560	-0.6486	1
-0.4490	0.5711	0
2.2120	0.5553	1
0.3440	-0.1039	1
0.5431	-0.3480	1
-1.1618	0.2586	0
0.7597	0.3317	0
-0.0523	0.2580	1
1.4119	-0.4865	1
0.3656	-0.2545	1
-0.8227	-0.1907	0
0.0600	0.6267	1
-0.2456	0.8634	0
1.2609	-0.4515	1
1.2808	-0.3797	1
1.9555	0.1620	1
1.3110	-0.5217	1
1.1250	0.5179	0
1.5269	-0.5278	1
1.0851	0.4800	0
0.1448	0.9846	0
-1.1067	0.0102	0
-0.1073	1.0229	0
2.1142	0.1792	1
-0.2290	0.8915	0
1.5118	-0.3083	1
-0.9112	0.9069	0
0.0850	1.1430	0
-0.1831	1.3342	0
1.0135	-0.5682	1
-0.0903	0.9356	0
0.6353	0.5566	0
1.4663	-0.4495	1
0.5948	1.2566	0
0.8146	0.5157	0
0.0798	0.3756	1
1.5321	-0.1488	1
0.9629	-0.3725	1
0.6249	1.0098	0
1.4141	0.3382	1
-0.9961	0.1352	0
-0.0341	1.2654	0
1.2833	-0.2599	1
0.7755	1.1545	0
2.3059	0.4393	1
1.0481	-0.8198	1
-1.0470	-0.1027	0
1.2865	0.4878	0
0.0796	1.1088	0
0.7370	-0.1234	1
1.2160	-0.4013	1
0.7776	0.1132	0
-0.4302	0.9440	0
1.7134	-0.2394	1
1.4163	-0.2331	1
0.3262	-0.2759	1
0.1810	-0.3410	1
-0.0163	0.8485	0
0.5693	1.1310	0
-1.1629	0.6389	0
0.7876	0.7072	0
-0.3764	0.7576	0
0.0257	0.8368	0
1.8373	-0.2787	1
0.9099	0.8361	0
0.0423	-0.3808	1
0.3094	0.4255	0
