10.000	-0.683
10.010	-0.694
10.020	-0.702
10.030	-0.699
10.040	-0.702
10.050	-0.691
10.060	-0.684
10.070	-0.669
10.080	-0.644
10.090	-0.609
10.100	-0.578
10.110	-0.541
10.120	-0.502
10.130	-0.457
10.140	-0.396
10.150	-0.357
10.160	-0.302
10.170	-0.246
10.180	-0.195
10.190	-0.136
10.200	-0.083
10.210	-0.022
10.220	0.035
10.230	0.091
10.240	0.150
10.250	0.196
10.260	0.239
10.270	0.287
10.280	0.325
10.290	0.369
10.300	0.399
10.310	0.424
10.320	0.449
10.330	0.469
10.340	0.483
10.350	0.490
10.360	0.488
10.370	0.487
10.380	0.478
10.390	0.462
10.400	0.443
10.410	0.417
10.420	0.389
10.430	0.359
10.440	0.317
10.450	0.280
10.460	0.230
10.470	0.188
10.480	0.132
10.490	0.082
10.500	0.022
10.510	-0.040
10.520	-0.094
10.530	-0.145
10.540	-0.213
10.550	-0.260
10.560	-0.322
10.570	-0.367
10.580	-0.420
10.590	-0.466
10.600	-0.507
10.610	-0.545
10.620	-0.587
10.630	-0.612
10.640	-0.648
10.650	-0.669
10.660	-0.685
10.670	-0.693
10.680	-0.702
10.690	-0.699
10.700	-0.700
10.710	-0.685
10.720	-0.670
10.730	-0.645
10.740	-0.620
10.750	-0.591
10.760	-0.555
10.770	-0.512
10.780	-0.478
10.790	-0.424
10.800	-0.379
10.810	-0.321
10.820	-0.268
10.830	-0.202
10.840	-0.155
10.850	-0.098
10.860	-0.047
10.870	0.016
10.880	0.072
10.890	0.127
10.900	0.172
10.910	0.227
10.920	0.265
10.930	0.313
10.940	0.348
10.950	0.387
10.960	0.415
10.970	0.441
10.980	0.455
10.990	0.472
11.000	0.476
11.010	0.486
11.020	0.485
11.030	0.483
11.040	0.463
11.050	0.450
11.060	0.422
11.070	0.391
11.080	0.364
11.090	0.329
11.100	0.287
11.110	0.240
11.120	0.196
11.130	0.146
11.140	0.093
11.150	0.044
11.160	-0.015
11.170	-0.069
11.180	-0.125
11.190	-0.181
11.200	-0.239
11.210	-0.291
11.220	-0.350
11.230	-0.395
11.240	-0.447
11.250	-0.489
11.260	-0.533
11.270	-0.566
11.280	-0.604
11.290	-0.629
11.300	-0.650
11.310	-0.671
11.320	-0.688
11.330	-0.689
11.340	-0.696
11.350	-0.690
11.360	-0.689
11.370	-0.672
11.380	-0.653
11.390	-0.627
11.400	-0.597
11.410	-0.569
11.420	-0.536
11.430	-0.483
11.440	-0.443
11.450	-0.396
11.460	-0.346
11.470	-0.293
11.480	-0.239
11.490	-0.179
11.500	-0.129
11.510	-0.069
11.520	-0.017
11.530	0.039
11.540	0.091
11.550	0.155
11.560	0.196
11.570	0.243
11.580	0.287
11.590	0.326
11.600	0.361
11.610	0.398
11.620	0.420
11.630	0.445
11.640	0.463
11.650	0.480
11.660	0.479
11.670	0.483
11.680	0.478
11.690	0.473
11.700	0.451
11.710	0.440
11.720	0.409
11.730	0.383
11.740	0.344
11.750	0.312
11.760	0.270
11.770	0.231
11.780	0.173
11.790	0.130
11.800	0.071
11.810	0.019
11.820	-0.036
11.830	-0.097
11.840	-0.153
11.850	-0.207
11.860	-0.262
11.870	-0.318
11.880	-0.367
11.890	-0.415
11.900	-0.462
11.910	-0.504
11.920	-0.545
11.930	-0.581
11.940	-0.616
11.950	-0.643
11.960	-0.662
11.970	-0.674
11.980	-0.691
11.990	-0.694
12.000	-0.694
12.010	-0.689
12.020	-0.673
12.030	-0.655
12.040	-0.644
12.050	-0.615
12.060	-0.584
12.070	-0.548
12.080	-0.506
12.090	-0.461
12.100	-0.414
12.110	-0.375
12.120	-0.322
12.130	-0.266
12.140	-0.214
12.150	-0.157
12.160	-0.098
12.170	-0.045
12.180	0.009
12.190	0.064
12.200	0.116
12.210	0.174
12.220	0.217
12.230	0.259
12.240	0.305
12.250	0.339
12.260	0.369
12.270	0.406
12.280	0.425
12.290	0.450
12.300	0.458
12.310	0.470
12.320	0.476
12.330	0.476
12.340	0.467
12.350	0.459
12.360	0.440
12.370	0.416
12.380	0.389
12.390	0.360
12.400	0.323
12.410	0.282
12.420	0.241
12.430	0.196
12.440	0.143
12.450	0.093
12.460	0.041
12.470	-0.008
12.480	-0.064
12.490	-0.125
12.500	-0.183
12.510	-0.236
12.520	-0.291
12.530	-0.341
12.540	-0.387
12.550	-0.443
12.560	-0.489
12.570	-0.528
12.580	-0.567
12.590	-0.594
12.600	-0.622
12.610	-0.648
12.620	-0.669
12.630	-0.685
12.640	-0.690
12.650	-0.687
12.660	-0.685
12.670	-0.679
12.680	-0.665
12.690	-0.649
12.700	-0.623
12.710	-0.593
12.720	-0.560
12.730	-0.519
12.740	-0.479
12.750	-0.440
12.760	-0.393
12.770	-0.344
12.780	-0.286
12.790	-0.227
12.800	-0.176
12.810	-0.122
12.820	-0.064
12.830	-0.010
12.840	0.043
12.850	0.100
12.860	0.151
12.870	0.198
12.880	0.242
12.890	0.288
12.900	0.325
12.910	0.363
12.920	0.396
12.930	0.418
12.940	0.443
12.950	0.455
12.960	0.470
12.970	0.472
12.980	0.478
12.990	0.472
13.000	0.460
13.010	0.450
13.020	0.424
13.030	0.399
13.040	0.378
13.050	0.340
13.060	0.304
13.070	0.265
13.080	0.215
13.090	0.165
13.100	0.116
13.110	0.064
13.120	0.008
13.130	-0.042
13.140	-0.101
13.150	-0.164
13.160	-0.212
13.170	-0.270
13.180	-0.316
13.190	-0.372
13.200	-0.416
13.210	-0.464
13.220	-0.508
13.230	-0.543
13.240	-0.578
13.250	-0.604
13.260	-0.632
13.270	-0.654
13.280	-0.667
13.290	-0.677
13.300	-0.682
13.310	-0.682
13.320	-0.677
13.330	-0.667
13.340	-0.653
13.350	-0.630
13.360	-0.603
13.370	-0.571
13.380	-0.539
13.390	-0.504
13.400	-0.459
13.410	-0.410
13.420	-0.360
13.430	-0.313
13.440	-0.259
13.450	-0.206
13.460	-0.148
13.470	-0.099
13.480	-0.041
13.490	0.013
13.500	0.064
13.510	0.121
13.520	0.168
13.530	0.215
13.540	0.261
13.550	0.299
13.560	0.341
13.570	0.371
13.580	0.401
13.590	0.424
13.600	0.443
13.610	0.460
13.620	0.467
13.630	0.471
13.640	0.471
13.650	0.466
13.660	0.448
13.670	0.434
13.680	0.413
13.690	0.385
13.700	0.352
13.710	0.322
13.720	0.278
13.730	0.240
13.740	0.191
13.750	0.142
13.760	0.088
13.770	0.039
13.780	-0.016
13.790	-0.069
13.800	-0.137
13.810	-0.180
13.820	-0.237
13.830	-0.288
13.840	-0.345
