0.000000	0.614049
0.001000	0.606401
0.002000	0.600028
0.003000	0.596204
0.004000	0.578997
0.005000	0.567526
0.006000	0.559878
0.007000	0.561153
0.008000	0.545220
0.009000	0.538847
0.010000	0.523552
0.011000	0.524827
0.012000	0.508257
0.013000	0.499335
0.014000	0.494873
0.015000	0.487226
0.016000	0.477029
0.017000	0.466832
0.018000	0.459185
0.019000	0.447076
0.020000	0.437517
0.021000	0.429232
0.022000	0.422859
0.023000	0.406926
0.024000	0.394817
0.025000	0.381434
0.026000	0.370600
0.027000	0.369325
0.028000	0.356579
0.029000	0.347657
0.030000	0.336186
0.031000	0.321528
0.032000	0.308782
0.033000	0.292849
0.034000	0.298585
0.035000	0.285839
0.036000	0.273093
0.037000	0.262259
0.038000	0.253337
0.039000	0.232943
0.040000	0.229119
0.041000	0.213824
0.042000	0.208089
0.043000	0.200441
0.044000	0.178773
0.045000	0.163478
0.046000	0.150094
0.047000	0.148182
0.048000	0.131613
0.049000	0.120779
0.050000	0.109307
0.051000	0.094012
0.052000	0.076168
0.053000	0.069795
0.054000	0.062784
0.055000	0.048764
0.056000	0.039204
0.057000	0.020722
0.058000	0.013075
0.059000	-0.006044
0.060000	-0.021339
0.061000	-0.024526
0.062000	-0.032811
0.063000	-0.050655
0.064000	-0.071049
0.065000	-0.079334
0.066000	-0.097178
0.067000	-0.108012
0.068000	-0.118846
0.069000	-0.122670
0.070000	-0.144976
0.071000	-0.154535
0.072000	-0.170468
0.073000	-0.185125
0.074000	-0.192136
0.075000	-0.206156
0.076000	-0.211255
0.077000	-0.228462
0.078000	-0.243120
0.079000	-0.252679
0.080000	-0.268612
0.081000	-0.282632
0.082000	-0.290280
0.083000	-0.302389
0.084000	-0.320233
0.085000	-0.334254
0.086000	-0.345088
0.087000	-0.357834
0.088000	-0.371217
0.089000	-0.380776
0.090000	-0.395434
0.091000	-0.415828
0.092000	-0.425387
0.093000	-0.431760
0.094000	-0.440683
0.095000	-0.454703
0.096000	-0.469361
0.097000	-0.480833
0.098000	-0.494216
0.099000	-0.515884
0.100000	-0.520982
0.101000	-0.537552
0.102000	-0.550298
0.103000	-0.563044
0.104000	-0.575153
0.105000	-0.592997
0.106000	-0.614028
0.107000	-0.614028
0.108000	-0.626774
0.109000	-0.643981
0.110000	-0.659276
0.111000	-0.673934
0.112000	-0.686043
0.113000	-0.705799
0.114000	-0.705162
0.115000	-0.716633
0.116000	-0.729379
0.117000	-0.744037
0.118000	-0.760607
0.119000	-0.773353
0.120000	-0.786099
0.121000	-0.796296
0.122000	-0.803306
0.123000	-0.826886
0.124000	-0.840907
0.125000	-0.855565
0.126000	-0.868311
0.127000	-0.874684
0.128000	-0.896352
0.129000	-0.901450
0.130000	-0.917383
0.131000	-0.932678
0.132000	-0.946061
0.133000	-0.958170
0.134000	-0.965180
0.135000	-0.975377
0.136000	-0.984299
0.137000	-1.004693
0.138000	-1.021900
0.139000	-1.029548
0.140000	-1.037833
0.141000	-1.050579
0.142000	-1.060138
0.143000	-1.073521
0.144000	-1.085630
0.145000	-1.101563
0.146000	-1.123231
0.147000	-1.123868
0.148000	-1.136614
0.149000	-1.147448
0.150000	-1.156370
0.151000	-1.169754
0.152000	-1.183774
0.153000	-1.198432
0.154000	-1.195883
0.155000	-1.200344
0.156000	-1.221375
0.157000	-1.224561
0.158000	-1.239219
0.159000	-1.252603
0.160000	-1.266623
0.161000	-1.270447
0.162000	-1.281281
0.163000	-1.284468
0.164000	-1.309960
0.165000	-1.318244
0.166000	-1.332265
0.167000	-1.335452
0.168000	-1.350747
0.169000	-1.352659
